step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
146,train_episode,0,1.0,1.0,0.1870895130078134,nan,146,0.07444685404125141,0.49947598379865615,,,,,
546,train_episode,1,0.0,0.0,-2.2176791922596766,nan,400,0.07487673458643257,0.4965779206337174,0.011038314551115036,4.851859092712402,0.0,0.10000000149011612,16.241477966308594
946,train_episode,2,0.0,0.0,-2.2409351977054017,nan,400,0.07545684139244259,0.5018015870824456,0.21964675188064575,7.301006317138672,0.0,0.10000000149011612,16.228116989135742
1082,train_episode,3,1.0,1.0,0.240348855983466,nan,136,0.07602502791868414,0.4989132418516366,0.01387292891740799,8.180137634277344,0.0,0.10000000149011612,16.240280151367188
1375,train_episode,4,1.0,1.0,-0.5838324431958621,nan,293,0.074074599637615,0.4837287009277289,0.028710637241601944,10.252828598022461,0.0,0.10000000149011612,16.298677444458008
1621,train_episode,5,1.0,1.0,-0.35852761739865047,nan,246,0.07567945243866463,0.493157572822827,2.2258315086364746,11.924873352050781,0.0,0.10000000149011612,16.327049255371094
1860,train_episode,6,1.0,1.0,-0.42420445544121355,nan,239,0.07448375315471673,0.5385506761961258,0.0916331484913826,13.827737808227539,0.0,0.10000000149011612,16.44137191772461
1995,train_episode,7,1.0,1.0,0.2853287324425767,nan,135,0.07386563469966252,0.47322089197459044,1.1874608993530273,14.741512298583984,0.0,0.10000000149011612,16.407489776611328
2156,train_episode,8,1.0,1.0,0.09077126407530167,nan,161,0.07822363314606388,0.5020588684526289,1.0821738243103027,15.813048362731934,0.0,0.10000000149011612,16.378292083740234
2287,train_episode,9,1.0,1.0,0.1741016418719662,nan,131,0.07635113767540182,0.5703611230577221,1.507151484489441,16.7884521484375,0.0,0.10000000149011612,16.510116577148438
2448,train_episode,10,1.0,1.0,0.13127387798624124,nan,161,0.07767707384798837,0.47748674813264647,4.160062789916992,17.831884384155273,0.0,0.10000000149011612,16.63507843017578
2613,train_episode,11,1.0,1.0,0.11752295886050024,nan,165,0.0782643550273144,0.471688467986656,1.8885560035705566,18.87236213684082,0.0,0.10000000149011612,16.662097930908203
3013,train_episode,12,0.0,0.0,-2.207891298803733,nan,400,0.07738080642186106,0.490366086140275,2.5398597717285156,21.434368133544922,0.0,0.10000000149011612,16.826946258544922
3413,train_episode,13,0.0,0.0,-2.207773256395013,nan,400,0.07627132724039257,0.49214125275611875,0.7999658584594727,24.670888900756836,0.0,0.10000000149011612,16.803382873535156
3584,train_episode,14,1.0,1.0,-0.13820469327038087,nan,171,0.07797745748134384,0.6031531200074313,1.5397708415985107,25.654664993286133,0.0,0.10000000149011612,16.71847915649414
3984,train_episode,15,0.0,0.0,-2.032853901176713,nan,400,0.07614041176158935,0.44840701334178446,2.1437253952026367,28.587390899658203,0.0,0.10000000149011612,16.944622039794922
