step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
22607,train_episode,96,1.0,1.0,-0.3447978159366175,nan,191,0.07944557591492593,0.3196789289956318,7.241768836975098,97.47759246826172,0.0,0.10000000149011612,18.318099975585938
22787,train_episode,97,1.0,1.0,-0.9617792141810058,nan,180,0.0757130527868867,0.5152887078829937,6.978271961212158,99.21568298339844,0.0,0.10000000149011612,18.003503799438477
22936,train_episode,98,1.0,1.0,-0.3869192274962556,nan,149,0.07632312601144682,0.43559292311336373,7.774328231811523,96.112548828125,0.0,0.10000000149011612,18.338727951049805
23074,train_episode,99,1.0,1.0,-0.14278703978750817,nan,138,0.07454133911085302,0.3852533264004666,5.519590377807617,97.19001007080078,0.0,0.10000000149011612,18.046131134033203
23197,train_episode,100,1.0,1.0,0.2356002222932876,nan,123,0.07358524003406851,0.2828056248949795,12.044979095458984,94.77255249023438,0.0,0.10000000149011612,18.38021469116211
23597,train_episode,101,0.0,0.0,-1.5542858683015217,nan,400,0.0775714876037091,0.16335526618175208,6.908512115478516,99.13339233398438,0.0,0.10000000149011612,18.206375122070312
23718,train_episode,102,1.0,1.0,-0.1019799291761595,nan,121,0.0779138132929802,0.4240946894403824,10.899704933166504,99.42019653320312,0.0,0.10000000149011612,18.063343048095703
24118,train_episode,103,0.0,0.0,-6.7652800002321625,nan,400,0.08818333905190229,0.8055544202122837,8.754161834716797,102.21070861816406,0.0,0.10000000149011612,17.995655059814453
24518,train_episode,104,0.0,0.0,-3.4477823389391418,nan,400,0.07763943884521723,0.3999685092456639,18.098526000976562,98.53858947753906,0.0,0.10000000149011612,18.385498046875
24649,train_episode,105,1.0,1.0,-0.13122187236323912,nan,131,0.07145720066232536,0.40526173371850077,6.650435447692871,102.310546875,0.0,0.10000000149011612,18.22832489013672
24775,train_episode,106,1.0,1.0,-0.022099174554459644,nan,126,0.07917273461463906,0.3734918071459683,7.4519944190979,99.66374969482422,0.0,0.10000000149011612,18.39632797241211
24922,train_episode,107,1.0,1.0,-0.26068962338613366,nan,147,0.0741741444890191,0.40048154894592,11.55648136138916,97.62684631347656,0.0,0.10000000149011612,18.691585540771484
25035,train_episode,108,1.0,1.0,0.20888463138136992,nan,113,0.0736392562038603,0.3221255736672773,8.829931259155273,100.2384033203125,0.0,0.10000000149011612,18.33502960205078
25165,train_episode,109,1.0,1.0,0.05088601357303546,nan,130,0.07176302184279149,0.33844571113586425,4.519028663635254,101.55062866210938,0.0,0.10000000149011612,18.171085357666016
25565,train_episode,110,0.0,0.0,-3.4477904170565323,nan,400,0.08339700887911022,0.395371614638716,7.535739898681641,97.95919799804688,0.0,0.10000000149011612,18.23690414428711
25965,train_episode,111,0.0,0.0,-4.725020752483977,nan,400,0.08148572945967317,0.5566174396965653,6.148843765258789,103.5492172241211,0.0,0.10000000149011612,17.96786880493164
