step,phase,episode,success_rate,task_return,regularized_return,final_distance,episode_length,correction_norm,gate,critic_loss,actor_loss,alpha_loss,alpha,mean_log_prob
7156,train_episode,32,1.0,1.0,0.9904721186263487,nan,127,0.01644133236699217,0.18110236220472442,4.35909366607666,44.25318145751953,0.0,0.10000000149011612,17.028350830078125
7285,train_episode,33,1.0,1.0,0.9906595699721947,nan,129,0.016194942472286002,0.18604651162790697,3.484222412109375,43.88481903076172,0.0,0.10000000149011612,17.230911254882812
7406,train_episode,34,1.0,1.0,0.9927133546676488,nan,121,0.014338365363434327,0.17355371900826447,3.929635524749756,46.40666198730469,0.0,0.10000000149011612,17.069917678833008
7547,train_episode,35,1.0,1.0,0.9908630760852247,nan,141,0.01475034585447176,0.1702127659574468,3.844270706176758,46.64012908935547,0.0,0.10000000149011612,17.047658920288086
7947,train_episode,36,0.0,0.0,-0.06031192184891555,nan,400,0.03623893521726131,0.4475,4.982614517211914,48.30134963989258,0.0,0.10000000149011612,16.951313018798828
8105,train_episode,37,1.0,1.0,0.9864678305224516,nan,158,0.019017990348459798,0.21518987341772153,5.895035743713379,50.03363800048828,0.0,0.10000000149011612,17.225889205932617
8236,train_episode,38,1.0,1.0,0.991081595234573,nan,131,0.01567833668744291,0.183206106870229,2.744889497756958,48.8924446105957,0.0,0.10000000149011612,17.186050415039062
8381,train_episode,39,1.0,1.0,0.9925073432503267,nan,145,0.01159344664935408,0.1310344827586207,5.121089458465576,50.50259780883789,0.0,0.10000000149011612,17.319087982177734
8737,train_episode,40,1.0,1.0,0.9704526485875249,nan,356,0.016644497642691217,0.16853932584269662,13.077518463134766,51.26854705810547,0.0,0.10000000149011612,17.447750091552734
9137,train_episode,41,0.0,0.0,-0.020372656930703677,nan,400,0.011652457816526294,0.135,2.6597352027893066,53.28062438964844,0.0,0.10000000149011612,17.348833084106445
9278,train_episode,42,1.0,1.0,0.992789875366725,nan,141,0.011374201229278078,0.1276595744680851,4.3909993171691895,53.314937591552734,0.0,0.10000000149011612,17.320743560791016
9678,train_episode,43,0.0,0.0,0.0,nan,400,0.0,0.0,4.657797813415527,56.362648010253906,0.0,0.10000000149011612,17.417682647705078
10000,evaluation,,0.8,0.8,0.7818753109383397,nan,209.9,0.019693255493574,0.25861959219388075,,,,,
10078,train_episode,44,0.0,0.0,0.0,nan,400,0.0,0.0,2.035660743713379,60.98660659790039,0.0,0.10000000149011612,17.11150360107422
10207,train_episode,45,1.0,1.0,0.9921913491096347,nan,129,0.013254411691843077,0.14728682170542637,3.374363422393799,60.73979949951172,0.0,0.10000000149011612,17.173826217651367
10371,train_episode,46,1.0,1.0,0.9839042366598733,nan,164,0.022269573948550517,0.25609756097560976,3.6361241340637207,61.53440475463867,0.0,0.10000000149011612,17.105627059936523
10771,train_episode,47,0.0,0.0,0.0,nan,400,0.0,0.0,5.405791759490967,62.04931640625,0.0,0.10000000149011612,17.22078514099121
10900,train_episode,48,1.0,1.0,0.992434178153053,nan,129,0.013756138120972834,0.16279069767441862,3.8164281845092773,63.23674011230469,0.0,0.10000000149011612,17.084232330322266
11028,train_episode,49,1.0,1.0,0.9924000351224095,nan,128,0.013193404040066525,0.1484375,4.175980567932129,62.315284729003906,0.0,0.10000000149011612,17.18372917175293
11171,train_episode,50,1.0,1.0,0.991220514383167,nan,143,0.013931315887224424,0.16083916083916083,7.653652191162109,62.77826690673828,0.0,0.10000000149011612,17.19130516052246
11330,train_episode,51,1.0,1.0,0.9819418549188412,nan,159,0.024836057644782576,0.27672955974842767,6.078853607177734,63.15451431274414,0.0,0.10000000149011612,17.338565826416016
11449,train_episode,52,1.0,1.0,0.9931397687178105,nan,119,0.012742799245008901,0.14285714285714285,7.675723075866699,62.70356750488281,0.0,0.10000000149011612,17.500946044921875
11580,train_episode,53,1.0,1.0,0.9918993613915518,nan,131,0.014937269352092088,0.183206106870229,44.62710952758789,66.2044448852539,0.0,0.10000000149011612,17.383275985717773
11980,train_episode,54,0.0,0.0,-0.12229093026835483,nan,400,0.06377650272101164,0.6725,5.270107746124268,64.85101318359375,0.0,0.10000000149011612,17.370189666748047
